,index,content,score,sentiment,preprocessed
76,3076,"Sejauh ini kinerja aplikasi cukup baik, proses defosit dan withdraw juga cepat dan fee yang cuma 5500. Tapi sayang,, dikenakan fee tiap trading dan koin mengendap, saat diklik 100% selalu tersisa beberapa koin dan itu namanya nipu atau maling.",4,positive,aplikasi proses defosit withdraw cepat fee sayang fee trading koin endap klik sisa koin nama tipu maling
77,3077,"Adanya tokocrypto di indo sangat membatu untuk trading serta edukasi2nya, fee juga murah. Namun saldo hasil trading selalu ada sisanya dan program konfersinya ke TKO sampai saat ini tidak aktif lagi .. sesuatu yang bagus, jgn dihilangkan melainkan harus di upgrade. Do the best TKO",4,positive,tokocrypto indonesia batu trading edukasi fee murah saldo hasil trading sisa program konfersinya tko aktif bagus hilang tingkat do the best tko
78,3078,"Sangat bagus, cepat, dan mudah d pahami. Semoga kedepan update untuk notifikasi ketika berhasil membeli dan menjual, karena itu sangat memudahkan pengguna. Senkyu",4,positive,bagus cepat mudah paham moga notifikasi hasil beli jual mudah senkyu
79,3079,"Halo developer Beberapa bulan lalu saya pakai dan pemakaian lancar, tapi kemarin saya buka lagi tetapi tiba-tiba force close terus Sudah coba restart hp, update dan install ulang tapi sama saja Mohon diperbaiki yaaa 👍",4,positive,developer pakai pakai lancar kemarin buka force close coba restart handphone install ulang
80,3080,"aplikasi bagus dan bisa di gunakan dengan baik dan sangat mudah,sertakan kode undangan = 𝙇-𝘼-𝟱-𝟱-𝙕-𝘽-𝘿-𝟮 saat baru bergabng dan deposit awal untuk mendapat bonusnya,dan juga bagi kalian para pemua aplikasi ini sangat bisa kalian gunakan denganmudah dan juga trading aman di sini,bisa cuan terus pokoknya",4,positive,aplikasi bagus mudah kode undang bergabng deposit bonus mua aplikasi denganmudah trading aman cuan pokok
81,3081,"Saya suka sekali dengan aplikasi tokocrypto ini, dan aplikasi ini disupport oleh binance yg saat ini sedang bagus2nya. Semoga kedepan nya lebih baik lagi dan bisa punya fitur seperti yg ada di aplikasi binance.. sukses terus tokocrypto..",4,positive,suka aplikasi tokocrypto aplikasi disupport binance bagus moga fitur aplikasi binance sukses tokocrypto
82,3082,"Saya adalah awam yang baru bermain trading, futur dan spot. Tokocyrpto adalah aplikasi pertama saya untuk mendapat pengalaman semua itu, semoga menjadi pengalaman terbaik untuk saya di dunia cryptocurency. Ratting akan beruba tergantung kenyamanan aplikasi ini. Terimakasih",4,positive,awam main trading futur spot tokocyrpto aplikasi alam moga alam dunia cryptocurency ratting uba gantung nyaman aplikasi terima kasih
83,3083,"Bintang 4 dulu ya, sampai adanya tambahan analisa manual membuat suppurt line dan resistance manual, serta akan jauh labih baik jika di isikan kolom view trade yg sedang berlangsung, sehingga kita tau seberapa besar kita untung dan rugi dlm waktu yg sedang berjalan.",4,positive,bintang analisa manual suppurt line resistance manual isi kolom view trade tau untung rugi waktu jalan
84,3084,"Saya baru pakai platform ini blm 1 bln, sdh bbrp kali transaksi jual beli cukup sangat bgs. Namun ada yg perlu saya kasih input ya .... jenis cryptonya boleh ditambahkan lagi ya ... biar bs lbh bnyk pilihan ... Terima kasih ...",4,positive,pakai platform transaksi jual beli bagus kasih input jenis cryptonya biar pilih terima kasih
85,3085,"Aplikasi yang bagus dan sangat cocok untuk pemula dan yang pro , kmren ada masalah gk bisa terbaca, tapi sekarang udah normal, semoga kedepannya semakin baik untuk tokocyrpto supaya saya naikkan jadi bintang 5.",4,positive,aplikasi bagus cocok pro kemarin baca normal moga tokocyrpto bintang
86,3086,"Ku kasih bintang 4 dulu ya min,besuk kalo dah ada pasword transaksi saya kasih bintang 5,biar ada keamanan lebih,krna ketika withdraw cuma ada verifikasi lewat sms dan email dimana app trsebut ada di satu handphone,ketika hp kita hilang akan jd potensi bahaya untuk akun cryptonya. Kalo ada password transaksi sperti di mobilebanking akan lebih aman krna hanya user yg mengetahui passwor tsb. Dgn adanya itu user akan lebih yakin untuk menggunakan tokocrypto.semoga bisa di perbaiki ya min makasih",4,positive,ku kasih bintang min besuk pasword transaksi kasih bintang biar aman withdraw verifikasi sms email app trsebut handphone handphone hilang potensi bahaya akun cryptonya password transaksi mobilebanking aman passwor tokocrypto moga min terima kasih
87,3087,"Saya jadi seorang trader crypto karena toko crypto haha, semua fitur yang dibutuhkan dalam jual beli crypto disini menurut saya lengkap dan saya hanya ingin memberi saran untuk menambahkan metode pembayaran untuk deposit nya saja. entah itu dengan DANA atau OVO dan juga tambah lebih banyak juga Virtual Account nya seperti BRI dll supaya menghindari biaya admin yang tidak perlu demi rebahan sambil dapetin cuan lebih banyak. overall dari aplikasi nya sudah bagus, UI nya juga profesional.",4,positive,trader crypto toko crypto haha fitur butuh jual beli crypto lengkap saran metode bayar deposit dana ovo virtual account bank rakyat indonesia hindar biaya admin rebah cuan overall aplikasi bagus oi profesional
88,3088,"Sedikit saran tambahkan fitur notifikasi ketika harga pesanan tercapai, agar tidak usah terlalu sering bolak balik buka aplikasi.. Over all bagus, Terimakasih..",4,positive,saran fitur notifikasi harga pesan capai bolak buka aplikasi over all bagus terima kasih
89,3089,Interfacenya cakep.. seandainya mungkin tambahan untuk indikator bisa diset-up secara manual akan sangat membantu trader yg sudah punya sistem trading sendiri,4,positive,interfacenya cakap indikator set up manual bantu trader sistem trading
90,3090,"Verifikasi sangat sulit, ktp sudah discan, semua data sesuai ktp, tp tetap ada tulisan informasi kyc salah, coba email support, cuma bilang ada pengisian tidak sesuai, dikasi screenshot pengisian dan ktp lalu saya tanyakan salahnya dimana, balasnya itu2 juga tdk ada penyelesaian, coba live chat, bilangnya ada pengisian yg salah, saya kasih lg screenshot pengisian dan ktp, saya tanyakan salahnya dimana, cuma dibalas mohon coba lagi dan tetap tidak bisa, coba diperbaiki sistemnya itu",4,positive,verifikasi sulit kartu tanda duduk discan data sesuai kartu tanda duduk tulis informasi kyc salah coba email support bilang isi sesuai kasih screenshot isi kartu tanda duduk salah balas selesai coba live chat bilang isi salah kasih screenshot isi kartu tanda duduk salah balas coba coba sistem
91,3091,"UI nya bagus, rapi, dan mudah dipahami. Tapi, charting disini kurang nyaman dan fitur-fiturnya terbatas.",4,positive,oi bagus rapi mudah paham charting nyaman fitur fiturnya batas
92,3092,"Bagus dan mudah digunakan. Biaya penarikan murah. Kekurangannya pada jual beli crypto nya, tidak dapat melakukan transaksi jika nominalnya kecil seperti pada tron harus >150 trx baru bisa, jika dibawah nominal itu tidak bisa di proses. Saran untuk pihak TokoCrypto agar transaksi jual beli crypto dalam nominal kecil dapat dilakukan.",4,positive,bagus mudah biaya tari murah jual beli crypto transaksi nominal tron trx nominal proses saran tokocrypto transaksi jual beli crypto nominal
93,3093,"Isilah kode undangan ((𝐋𝐀𝟓𝟓𝐙𝐁𝐃𝟐)) agar dapat bonus nya.. Aplikasi ini sangat bagus dan bermanfaat untuk berinvestasi dengan aman dan nyaman. Segera di coba dan jngn sampai ketinggalan. Sangat berguna untuk menabung, cukup menggunakan aplikasi ini kita sudah bisa berinvestasi dengan baik., segera di coba. Terbukti baik",4,positive,isi kode undang bonus aplikasi bagus manfaat investasi aman nyaman coba tinggal tabung aplikasi investasi coba bukti
94,3094,"Hallo Tokocripto saya ingin menyampaikan masukan tentang Aplikasi ini,Saya sudah lama memakai aplikasi ini karena dari sini lah aku bisa kenal dunia cripto,trimakasih sudah memberikan yg terbaik🥰, Keluhanku cuma satu tolong dong di perbaiki yg fitur Konversi saldo kecil ke TKO dari dulu aku menantikan fitur ini pulih kembali,Semoga aja cepet di perbaiki TRIMAKASIH TOKOCRIPTO TO THE MOON🚀",4,positive,tokocripto aplikasi pakai aplikasi kenal dunia cripto terima kasih keluh tolong fitur konversi saldo tko fitur pulih moga cepat terima kasih tokocripto to the
95,3095,Secara keseluruhan aplikasinya sudah bagus hanya saja kadang chartnya tidak update... Beberapa jam baru bagus lagi mohon lebih di permantap lagi sama seperti aplikasi binance... Tapi di banding aplikasi exchange lokal lain tokocrypto paling rekomended👍,4,positive,aplikasi bagus kadang chartnya jam bagus mantap aplikasi binance banding aplikasi exchange lokal tokocrypto rekomended
96,3096,Aplikasi tokocrypto lancar / tdk sering macet dan mudah digunakan. Menu nya juga tdk ribet.. Utk melakukan trading simple. Utk melakukan wd ke rek bank lumayan cpt.,4,positive,aplikasi tokocrypto lancar macet mudah menu ribet trading simple wd rek bank lumayan cepat
97,3097,"Hai tokocrypto, saya sudah menambah bintang , saya senang ada kemajuan di aplikasi tokocrypto sekarang tidak suka eror lagi, tapi saya masih menunggu bagaimana sy bisa menukar koin2 kecil saya? Karena tidak bisa dikonversi atau dijual lagi. Kemudian juga sangat merepotkan karena sy tidak bisa melihat harga sekarang / memperdagangkan koin langsung dari di spot sya, tapi saya harus bolak-balik pindah ke market atau perdagangan apabila ingin bertransaksi. Tolong tanggapannya , terimakasih.",4,positive,tokocrypto bintang senang maju aplikasi tokocrypto suka eror tunggu tukar koin konversi jual repot harga dagang koin spot bolak pindah market dagang transaksi tolong tanggap terima kasih
98,3098,Aplikasinya cukup baik dan mudah untuk digunakan bagi pemula selain itu tokocrypto juga telah bekerjasama dengan binace sehingga kredibilitas app lebih terjamin selain itu dengan pengoptimalan konversi token kecil ke TKO akan mempermudah para pengguna,4,positive,aplikasi mudah tokocrypto binace kredibilitas app jamin optimal konversi token tko mudah
99,3099,"Kenapa saya mau jual beli usdt eror aja jadi ga. Bisa beli koin ,mohon sistem nya di perbaiki seolah olah g ada koin nya padahal jumlahnya banyak ini sistem yg saya eror tolong respon dan perbaiki Saya mau beli token di etf g bisa kenapaya usdt nya ada padahal tolong perbaiki ada tulisan sistem error terus",4,positive,jual beli usdt eror beli koin sistem olah olah koin sistem eror tolong respon beli token etf kenapaya usdt tolong tulis sistem error
100,3100,Tokocrypto adalah aplikasi toko terbaik di indonesia. Updatenya semakin bagus dan menambah beberapa coin/aset. Semoga tambah baik kedepannya. Mari trading aset crypto hanya di Tokocrypto.,4,positive,tokocrypto aplikasi toko indonesia updatenya bagus coin aset moga mari trading aset crypto tokocrypto
101,3101,"Sudah cukup bagus, tapi sayang fee transaksinya memotong dari jumlah coin, jadi jumlah coin yg dibeli tidak utuh, alhasil nyangkut sisa sell, bisa ratusan ribu jumlahnya lho, tolong aktipkan kembali fitur konversi coin kecil, agar dana kami tidak ngendap",4,positive,bagus sayang fee transaksi potong coin coin beli utuh alhasil sisa sell ratus ribu lo tolong aktipkan fitur konversi coin dana ngendap
102,3102,"Aplikasi trading terbaik, cocok untuk pemula. Dengan fitur yang lengkap dan friendly. Memiliki penampilan yang menarik, dan juga mudah untuk penarikan dananya",4,positive,aplikasi trading cocok fitur lengkap friendly milik tampil tarik mudah tari dana
103,3103,"selama menggunakan aplikasi ini, untuk penggunaannya mudah dimengerti sih, biasa gw gunaiin untuk main swing trading gitu, yang paling gw pengin sih ya konversi tokocrypto nya itu loh",4,positive,aplikasi mudah erti sih gue gunaiin main swing trading gue sih konversi tokocrypto
104,3104,"Fiturnya lumayan lengkap dan aku suka, tapi proses registrasi memakan waktu lama, saya sudah lebih dari 1×24 jam belum juga di proses, padahal sudah isi form kyc juga dan belum ada email masuk sampai sekarang, mungkin kedepannya sistem registrasi harus lebih dibenahi. Terimakasih.",4,positive,fiturnya lumayan lengkap suka proses registrasi makan waktu jam proses isi borang kyc email sistem registrasi benah terima kasih
105,3105,"Aplikasi sudah bagus, saran agar bidr ditambah lagi atau seperti apa biar trading makin good. biar mainnya lebih banyak.. karena kalau usdt semua harus ngitung2 yang kadang salah perhitungan",4,positive,aplikasi bagus saran bidr biar trading good biar main usdt ngitung kadang salah hitung
106,3106,"Saya sudah mendownload sejak Januari 2021, Cukup bagus memang untuk awal awal, namun perlu banyak yang harus diperbaiki dan ditingkatkan,maaf kadang sering lelet saat akan menjual/membeli koin crypto disini...tapi semakin hari semakin ada peningkatan kemajuan...sekoga kedepannya TKO dan tokocrypto makin lebih baik...dan bisa menjadi exchange yang terbesar di Asia Tenggara, Khusus nya exchange terbesar di Indonesia.... terimakasih, semoga makin meningkat progresnya #TKOtotheeMoon",4,positive,mendownload januari bagus tingkat maaf kadang lelet jual beli koin crypto tingkat maju sekoga tko tokocrypto exchange asia tenggara exchange indonesia terima kasih moga tingkat progres tkototheemoon
107,3107,"Tolong pak/bu, kenapa selalu didetek virus apk ini, sama antivirus tlg cba sedikit di perbaiki apknya siapa tahu ada sedikit sistemnya eroor. Tapi sebenarnya jga sdh bgus hnya masalah jk scan antivirus apk ini selalu kedetek virus minta di hapus.🙏",4,positive,tolong bu didetek virus antivirus tolong coba apknya sistem eroor bagus scan antivirus kedetek virus hapus
108,3108,"4 dulu yaa. Aplikasinya cakep..! Tapi ada baiknya pilihan fiat idr nya diperbanyak, agar lbih memudahkan kami. Mengingat nilai idr yg hampir setara dg rupiah.. Trimakasih",4,positive,aplikasi cakap pilih fiat rupiah mudah nilai rupiah tara rupiah terima kasih
109,3109,"Sejak awal pakai aplikasi Tokocrypto saya sudah dibuat nyaman sekali, dengan mudahnya top-up saldo menggunakan transfer bank dan e-wallet yg setiap top-up saldo di Tokocrypto selalu mendapatkan cashback. Selain itu Tokocrypto juga membuat berbagai macam event yang sering saya ikuti dan hadiahnya menarik sekali. Dan Biaya untuk Withdraw ke rekening bank sangat murah. Saran saya semoga kedepannya Tokocrypto bisa melakukan withdraw ke e-wallet. Salam To The Moon🌷",4,positive,pakai aplikasi tokocrypto nyaman mudah top up saldo transfer bank wallet top up saldo tokocrypto cashback tokocrypto event hadiah tarik biaya withdraw rekening bank murah saran moga tokocrypto withdraw wallet to the
110,3110,"Pertama download oke, lancar, gada bug atau crash,tpi ntah kenapa setelah maintenance kemarin kok jadi sering keluar sendiri, udah gitu sering bug terpaksa di refresh refresh terus kadang juga setelah direfresh ttp masih bug. Mohon bantuannya pihak tokocrypto",4,positive,unduh oke lancar bug crash maintenance kemarin bug paksa refresh refresh kadang direfresh bug bantu tokocrypto
111,3111,"Tokocrypto menyajikan pengalaman yg baik dalam pembelian kripto dan juga user interface yg mudah di pahami, sdh sejak lama saya menggunakan aplikasi ini untuk bertransaksi pembelian kripto.",4,positive,tokocrypto saji alam beli kripto interface mudah paham aplikasi transaksi beli kripto
